"자료명","저자","출판사","출판년도","소장처","ISBN","카카오제목","카카오작가","카카오번역자","카카오ISBN","카카오출판사","카카오출간일","카카오썸네일","카카오URL","책소개","알라딘표지","알라딘ISBN13","알라딘설명","알라딘카테고리ID","알라딘카테고리명"
"독도박물관","독도박물관 [편]","새한","2002","자료실","xxxxxxxx","독도박물관 이야기","한봉지","","9788992826402.0","리젬","2010-08-26","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1382275%3Ftimestamp%3D20241022114542","https://search.daum.net/search?w=bookpage&bookId=1382275&q=%EB%8F%85%EB%8F%84%EB%B0%95%EB%AC%BC%EA%B4%80+%EC%9D%B4%EC%95%BC%EA%B8%B0","한봉지가 쓰고 원성현이 그린 『독도박물관 이야기』. 역사적 진실을 통해 독도가 우리 땅임을 밝혀주는 '독도박물관'으로 아이들을 초대하고 있다. 1997년 8월 8일 국내 유일의 영토박물관인 독도박물관을 그대로 옮겨낸 것이다. 독도의 역사를 배우면서 그곳이 분명히 우리 땅임을 일깨워준다. 독토를 통해 우리 근현대사도 배우게 된다. 아울러 교과서에 담긴 독도에 대한 내용을 복습하거나 예습할 수 있다.","https://image.aladin.co.kr/product/761/0/coversum/8992826400_1.jpg","9788992826402","교과서 쏙 한국사 들여다보기 시리즈 2권. 독도박물관을 생생하게 담은 책으로, 독도를 통해 우리 영토의 변천과정을 보여주고 있다. 책은 독도박물관 관람 동선에 맞추어 시작된다. 박물관에 들어가기 전에는 독도의 위치와 기후, 간단한 소개를 하고 1 전시실부터 3 전시실까지는 옛글과 지도 속에 담긴 독도, 독도를 지키기 위해 노력한 사람들, 독도의 생태 등을 다루었다.","48904","국내도서>어린이>초등 한국사"
"그리움의 나라","목경희 [지음]","교음사","2006","자료실","8978144160 ","그리움의 나라","목경희","","4809050025928.0","한국문학도서관","2007-11-19","","https://search.daum.net/search?w=bookpage&bookId=4634992&q=%EA%B7%B8%EB%A6%AC%EC%9B%80%EC%9D%98+%EB%82%98%EB%9D%BC","이 책은 한국문학도서관에서 출간한 에세이입니다.","","","","",""
"터닝포인트","김희덕 [지음]","션샤인","2005","자료실","xxxxxxx","터닝포인트","임진한","","9791196159313.0","유니콘","2018-07-17","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1663903%3Ftimestamp%3D20230420140859","https://search.daum.net/search?w=bookpage&bookId=1663903&q=%ED%84%B0%EB%8B%9D%ED%8F%AC%EC%9D%B8%ED%8A%B8","2018년 초 [SBS골프]가 방영해 장안의 화제를 모은 임진한의 터닝포인트(레슨캠프)! 그 레슨의 정수를 책으로 만난다.    임진한을 만나면 쉬워지는 골프스윙, 임진한의 지침을 따르면 스르륵 고쳐지는 스윙악습, 오죽하면 주말골퍼들 사이에서 “임진한 프로가 이렇게 하라고 했어”라는 말이 유행어가 됐을까? 이 책을 통해 임진한 레슨의 핵심을 두고두고 볼 수 있다.    책 속의 모든 레슨은 임진한 프로가 직접 시범을 보이며 설명!    레슨과 함께 수록된 ‘사람人레슨’은 임진한 프로가 20년이 넘는 레슨인생 동안 만난 사람들을 소개하는 우리 시대 최고의 골프에세이!    골프에 인생이 있고, 인생에 골프의 지혜가 있다!    ‘골프에 진 빚이 많다’는 임진한 프로가 골프에 진 빚을 갚기 위해 주말골퍼들에게 선물하는 이 책은 골프 타수줄이기는 물론, 골프를 보다 깊이 이해하고, 즐기는 데 도움이 될 것입니다.","https://image.aladin.co.kr/product/15693/65/coversum/k102533132_1.jpg","9791196159313","2018년 초 &lt;SBS골프&gt;가 방영해 장안의 화제를 모은 임진한의 터닝포인트를 책으로 만난다. 책 속의 모든 레슨은 임진한 프로가 직접 시범을 보이며 설명하며, 레슨과 함께 수록된 ‘사람人레슨’은 임진한 프로가 20년이 넘는 레슨인생 동안 만난 사람들을 소개한다.","53524","국내도서>건강/취미>골프"
"열하의 피서산장. 2","웨난 ; 진취엔 [공]지음 ; 심규호, 유소영 [공]옮김","일빛","2005","자료실","8956450781 ","열하의 피서산장 2","웨난","심규호, 유소영","4808956450803.0","일빛","2006-07-28","","https://search.daum.net/search?w=bookpage&bookId=4482624&q=%EC%97%B4%ED%95%98%EC%9D%98+%ED%94%BC%EC%84%9C%EC%82%B0%EC%9E%A5+2","청나라 황제들의 여름 휴양지를 통해 역사를 살펴보는 제2권. 청나라 제2의 정치 중심지이자 여름 별궁인 피서산장의 흥성과 쇠락의 역사를 강희, 건륭 두 황제의 생각을 따라가며 흥미진진하게 짚어보고 있다. 웅장한 역사적 배경을 토대로, 다양한 측면에서 피서산장 및 주위 사원들의 전성기를 꼼꼼하게 재현하였다.  이 책은 피서산장의 건설 배경에서 출발하여 피서산장과 외팔묘의 건립, 그리고 피서산장을 중심으로 전개되는 숨가쁜 청나라 역사를 드라마틱하게 서술하고 있다. 황권을 둘러싸고 벌어지는 치열한 각축전과 먼 타향에서 고난을 무릅쓰고 고향을 찾아오는 유목민족의 혈투를 생생하게 그려내었다. 또한 피서산장의 진귀한 보물을 수록한 50여 컷의 컬러 화보와 120여 컷의 풍부한 도판이 피서산장을 이해하는 데 도움을 준다.","","","","",""
"열하의 피서산장. 1","웨난 ; 진취엔 [공저] ; 심규호, 유소영 [공역]","일빛","2005","자료실","8956450781 ","열하의 피서산장 1","웨난","심규호 외, 유소영","4808956450797.0","일빛","2006-07-28","","https://search.daum.net/search?w=bookpage&bookId=4483248&q=%EC%97%B4%ED%95%98%EC%9D%98+%ED%94%BC%EC%84%9C%EC%82%B0%EC%9E%A5+1","청나라 황제들의 여름 휴양지를 통해 역사를 살펴보는 제1권. 청나라 제2의 정치 중심지이자 여름 별궁인 피서산장의 흥성과 쇠락의 역사를 강희, 건륭 두 황제의 생각을 따라가며 흥미진진하게 짚어보고 있다. 웅장한 역사적 배경을 토대로, 다양한 측면에서 피서산장 및 주위 사원들의 전성기를 꼼꼼하게 재현하였다.  이 책은 피서산장의 건설 배경에서 출발하여 피서산장과 외팔묘의 건립, 그리고 피서산장을 중심으로 전개되는 숨가쁜 청나라 역사를 드라마틱하게 서술하고 있다. 황권을 둘러싸고 벌어지는 치열한 각축전과 먼 타향에서 고난을 무릅쓰고 고향을 찾아오는 유목민족의 혈투를 생생하게 그려내었다. 또한 피서산장의 진귀한 보물을 수록한 50여 컷의 컬러 화보와 120여 컷의 풍부한 도판이 피서산장을 이해하는 데 도움을 준다.","","","","",""
"20세기 한국소설. 1","최원식...[등]엮음","창비","2005","자료실","8936462105 ","배따라기 감자 어린벗에게 용과 용의  대격전(20세기 한국소설 1)","신채호, 이광수, 현상윤, 양건식, 나혜석","","9788936462116.0","창비","2005-07-07","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F534126%3Ftimestamp%3D20231124165459","https://search.daum.net/search?w=bookpage&bookId=534126&q=%EB%B0%B0%EB%94%B0%EB%9D%BC%EA%B8%B0+%EA%B0%90%EC%9E%90+%EC%96%B4%EB%A6%B0%EB%B2%97%EC%97%90%EA%B2%8C+%EC%9A%A9%EA%B3%BC+%EC%9A%A9%EC%9D%98++%EB%8C%80%EA%B2%A9%EC%A0%84%2820%EC%84%B8%EA%B8%B0+%ED%95%9C%EA%B5%AD%EC%86%8C%EC%84%A4+1%29","20세기의 한국 소설문학 중 주옥 같은 중단편 소설을 엄선해 시대별로 한데 묶은 [20세기 한국소설] 시리즈 중 이광수, 김동인 외 편. 이광수의 <무명>, 김동인의 <감자> 등 각 작가들의 대표작을 실었다.  중고등학교 국어, 문학 선생님들과 전문연구자 50여 명이 이메일대화를 통해 청소년들의 눈높이와 문제의식에 맞춰 읽기 쉽게 구성한 해설을 덧붙였으며,‘정답 찾기’에만 빠져 소설 읽기의 참맛을 경험하지 못한 청소년들을 위해 작가의 인생관과 소설의 배경이 되는 시대상도 소개했다.","https://image.aladin.co.kr/product/57/31/coversum/8936462113_2.jpg","9788936462116","1권에는 1920년대에 활동한 작가들의 초기 근대 단편들을 담았다. 계몽적 자아가 드러나는 이광수의 '어린 벗에게', '무명'과, 계몽주의에서 벗어나 단편을 미학적으로 완성한 김동인의 '배따라기', '태형', '감자', '붉은 산' 등이 수록되어 있다.","50994","국내도서>소설/시/희곡>한국소설>2000년대 이전 한국소설"
"초급 일본어","한국일본어문학회 [편]","태학사","1999","자료실","8976264215 ","초급 일본어(2025년 4월호)","이은미","","9771599498004.0","동아출판","2024-10-21","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3760804%3Ftimestamp%3D20250328113857","https://search.daum.net/search?w=bookpage&bookId=3760804&q=%EC%B4%88%EA%B8%89+%EC%9D%BC%EB%B3%B8%EC%96%B4%282025%EB%85%84+4%EC%9B%94%ED%98%B8%29","『초급 일본어』는 EBS FM 라디오 방송 교재로서 매달 발행되고 있다.","https://image.aladin.co.kr/product/36035/43/coversum/k022037634_1.jpg","9771599498004","","3219","국내도서>잡지>수험/어학교재>방송교재"
"Beginnings","Edward W. Said","The Johns Hopkins University","1975","자료실","801820855 ","Beginnings","Cosentino Chris","","9781616282943.0","Weldon Owen","2012-05-08","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F3018743%3Ftimestamp%3D20190217071204","https://search.daum.net/search?w=bookpage&bookId=3018743&q=Beginnings","The first cookbook from innovative and highly regarded chef Chris Cosentino, Beginnings presents more than 60 recipes for Italian-style first courses. Organized by season, the book draws upon Chris’s years of experience cooking both at home and in restaurant kitchens. The seasonal, yet creative ingredient combinations found in each of the dishes exemplify the style of cooking Chris employs at his San Francisco restaurant, Incanto, and many of them make use of his love of Italian salumi from his artisan salumeria, Boccalone. Hand-rendered sketches of many of the dishes and personal stories throughout, combined with the simple and rustic, yet contemporary and inspiring recipes give you a rare glimpse into one of today’s most exciting culinary minds.","https://image.aladin.co.kr/product/1258/60/coversum/1616282940_1.jpg","9781616282943","","104154","외국도서>요리>코스/요리>에피타이저"
"Metaphors We Live By","George Lakoff ; Mark Johnson","The University of Chicago","1980","자료실","226468003 ","Metaphors We Live by(Paperback)","Lakoff George/ Johnson Mark","","9780226468013.0","University of Chicago Press","2003-04-16","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1708221%3Ftimestamp%3D20250217113540","https://search.daum.net/search?w=bookpage&bookId=1708221&q=Metaphors+We+Live+by%28Paperback%29","The now-classicMetaphors We Live Bychanged our understanding of metaphor and its role in language and the mind. Metaphor, the authors explain, is a fundamental mechanism of mind, one that allows us to use what we know about our physical and social experience to provide understanding of countless other subjects. Because such metaphors structure our most basic understandings of our experience, they are ""metaphors we live by""metaphors that can shape our perceptions and actions without our ever noticing them.In this updated edition of Lakoff and Johnson's influential book, the authors supply an afterword surveying how their theory of metaphor has developed within the cognitive sciences to become central to the contemporary understanding of how we think and how we express our thoughts in language.","https://image.aladin.co.kr/product/136/54/coversum/0226468011_1.jpg","9780226468013","","103811","외국도서>언어학>언어학>일반"
"책 말하는 책","한국출판인회의 [편]","한국출판인회의","2005","자료실","8991691013 ","상처 주는 말 하는 친구에게 똑똑하게 말하는 법","김윤나","","9791191013498.0","북라이프","2023-02-26","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F6292717%3Ftimestamp%3D20240718175940","https://search.daum.net/search?w=bookpage&bookId=6292717&q=%EC%83%81%EC%B2%98+%EC%A3%BC%EB%8A%94+%EB%A7%90+%ED%95%98%EB%8A%94+%EC%B9%9C%EA%B5%AC%EC%97%90%EA%B2%8C+%EB%98%91%EB%98%91%ED%95%98%EA%B2%8C+%EB%A7%90%ED%95%98%EB%8A%94+%EB%B2%95","친구와 불편한 상황에서 나의 마음을 지키며 관계를 바꾸는 59가지 똑똑한 말! 40만 부 베스트셀러 《말 그릇》의 작가이자 소통 전문가인 엄마와 초등학교 4학년 아들이 함께 쓴 어린이 말하기 솔루션!  2017년 《말 그릇》으로 40만 독자에게 ‘단단하게 말하는 법’을 알려준 코칭심리학자 김윤나 작가가 학교라는 작은 사회에서 첫 인간관계를 시작하는 어린이 독자들에게 ‘똑똑한 말하기’ 방법을 제시한다. 두 아이의 엄마이기도 한 작가는 초등학교 4학년 아들과 대화하면서 ‘어린이들이 친구의 말에 상처받는 59가지 상황’을 발견했다. 그리고 친구 관계가 어려운 초등학생들을 위해 아들과 함께 책을 쓰기로 결심했다. 작가는 이 책에서 화내지 않고, 참지 않고, 울지 않고 똑똑하게 말할 수 있는 방법을 마치 아들에게 조언하듯 구체적으로 알려준다. 친구가 내 이름으로 기분 나쁜 별명을 만들어 놀릴 때 어떤 말을 해야 친구를 멈추게 할 수 있을까? 이성 친구에게 고백을 받았는데 거절하고 싶다면 어떤 말을 해야 친구의 마음도 알아주면서 내 마음을 정확하게 전할 수 있을까? 친구가 물건을 잃어버리고 나를 의심할 때 어떤 말을 해야 내 마음이 상하지 않게 지킬 수 있을까? 이 외에도 친구가 빌려 간 돈을 갚지 않을 때, 내 물건을 자기 것처럼 사용할 때, 나랑 놀지 말라고 말하고 다닐 때, 채팅에서 나를 무시할 때 등 구체적인 상황과 바로 활용할 수 있는 ‘똑똑한 한 마디’를 재미있는 만화에 담았다. 그리고 그런 껄끄러운 상황이 왜 만들어졌는지, 그때 어떻게 생각하고 어떤 말을 해야 나도 상처받지 않고 친구에게도 상처 주지 않으면서 마음을 똑똑하게 전할 수 있는지 전문가의 솔루션이 이어진다. 책 뒤의 ‘부모님 가이드’에는 불편한 상황에 맞닥뜨린 자녀를 어떻게 대해야 할지, 어떤 대화로 친구들과 솔직하게 소통하고 관계를 건강하게 유지하도록 격려할지에 대한 힌트가 담겨 있다. 이 책을 통해 학교생활에서 일어날 수 있는 59가지 불편한 상황을 간접 체험하고, 그런 상황에서 어떻게 말해야 할지 전문가의 조언과 함께 바로 활용할 수 있는 똑똑한 한 마디를 배운다면, 아이들은 실제 친구 관계를 더 건강하게 꾸려 갈 수 있을 것이다. 감정 표현을 제대로 하지 못해 부정적인 감정이 쌓였다가 엉뚱하게 폭발하거나, 거칠고 공격적으로 말하는 친구들에게 애매하게 끌려다니는 일 없이, 하고 싶은 말을 부드러우면서도 단호하게 표현하는 법을 배울 수 있다.","https://image.aladin.co.kr/product/31132/94/coversum/k572831944_1.jpg","9791191013498","2017년 《말 그릇》으로 40만 독자에게 ‘단단하게 말하는 법’을 알려준 코칭심리학자 김윤나 작가가 학교라는 작은 사회에서 첫 인간관계를 시작하는 어린이 독자들에게 ‘똑똑한 말하기’ 방법을 제시한다.","48840","국내도서>어린이>초등3~4학년>자기계발"
"Cry Freedom","John Briley","Oxford University","2000","자료실","194230813 ","Cry Freedom","John Briley, Akinyemi Rowena","","9780194792561.0","Oxford University Press, USA","2008-03-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F2755417%3Ftimestamp%3D20250409113854","https://search.daum.net/search?w=bookpage&bookId=2755417&q=Cry+Freedom","대상연령 : 중학생 ~ 성인(advanced) Word count 29,420  STAGE 6 - True Stories  FINALIST: The Language Learner Literature Award 2004  They said Steve Biko was a man of violence; then why did he talk of peace? They said he wanted revolution; so why did he talk of friendship? They said he died of hunger; why was his body broken and bruised?  This is the story of a man's fight with the government of South Africa. It is the story of all people who prefer truth to lies. It is the story of all people who cry 'Freedom', and who are not afraid to die.","https://image.aladin.co.kr/product/426/45/coversum/9780194792561_1.jpg","9780194792561","","105083","외국도서>ELT/어학/사전>리더스>ELT 단계별 리더스"
"David Copperfield","Charles Dickens","Oxford University","2000","자료실","194230600 ","David Copperfield","찰스 디킨스, Burgis Nina, Sanders Andrew","","9780199536290.0","Oxford Univ Pr","2008-07-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F2357084%3Ftimestamp%3D20230918224733","https://search.daum.net/search?w=bookpage&bookId=2357084&q=David+Copperfield","I have in my heart of hearts a favourite child. And his name is DAVID COPPERFIELD,' wrote Dickens of what is the most personal, certainly one of the most popular, of all his novels.    Dickens wrote the book after the completion of a fragment of autobiography recalling his employment as a child in a London warehouse, and in the first-person narrative, a new departure for him, realized marvellously the workings of memory. The embodiment of his boyhood experience in the novel involved a `complicated interweaving of truth and fiction', at its most subtle in the portrait of his father as Mr Micawber, one of Dickens's greatest comic creations. Enjoying a humour that never becomes caricature, the reader shares David's affection for the eccentric Betsey Trotwood and her prot?g? Mr Dick, and smiles with the narrator at the trials he endures in his love for the delightfully silly Dora. Settings, (East Anglia, the London of the 1820s), people, and events are unified by their relationship to the story of Steerforth's treachery, which reaches its powerful climax in the storm scene.    This edition, which has the accurate Clarendon text, includes Dickens's trial titles and working notes, and eight of the original illustrations by `Phiz'.","https://image.aladin.co.kr/product/497/42/coversum/0199536295_1.jpg","9780199536290","","103672","외국도서>소설/시/희곡>문학비평>문학비평 일반"
"Far From The Madding Crowd","Thomas hardy","Oxford University","2000","자료실","194230643 ","Far from the Madding Crowd","Hardy Thomas/ Falck-Yi Suzanne B (EDT)/ Shires, Falck-Yi Suzanne B, Shires Linda M","","9780199537013.0","Oxford U.K","2008-10-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F2478461%3Ftimestamp%3D20240101160414","https://search.daum.net/search?w=bookpage&bookId=2478461&q=Far+from+the+Madding+Crowd","In a story which both upholds and questions rural values with a modern sensibility, three suitors vie for the hand of the beautiful and spirited Bathsheba Everdene. While their fates depend upon the choice Bathsheba makes, she discovers the terrible consequences of an inconstant heart.  Thomas Hardy (1840-1928) is one of England's greatest novelists. Most of his work is set in his native Dorset, on the south coast of England.  'I shall do one thing in this life - one thing for certain - that is, love you, and long for you, and keep wanting you till I die.'Gabriel Oak is only one of three suitors for the hand of the beautiful and spirited Bathsheba Everdene. He must compete with the dashing young soldier Sergeant Troy and respectable, middle-aged Farmer Boldwood. And while their fates depend upon the choice Bathsheba makes, she discovers the terrible consequences of an inconstant heart.Far from the Madding Crowd was the first of Hardy's novels to give the name of Wessex to the landscape of south-west England, and the first to gain him widespread popularity as a novelist. Set against the backdrop of the unchanging natural cycle of the year, the story both upholds and questions rural values with a startlingly modern sensibility. This new edition retains the critical text that restores previously deleted and revised passages.  Gabriel Oak is only one of three suitors for the hand of the beautiful and spirited Bathsheba Everdene. He must compete with the... dashing young soldier Sergeant Troy and the respectable, middle-aged Farmer Boldwood. And while their fates depend upon the choice Bathsheba makes, she discovers the terrible consequences of an inconstant heart. Far from the Madding Crowd was the first of Hardy's novels to give the name Wessex to the landscape of south-west England, and the first to gain him widespread popularity as a novelist. Set against the backdrop of the unchanging natural cycle of the year, the story both upholds and questions rural values with a startlingly modern sensibility. This new edition retains the critical text that restores previously deleted and revised passages.  Gabriel Oak is only one of three suitors for the hand of the beautiful and spirited Bathsheba Everdene. He must compete with the dashing young soldier Sergeant Troy and the respectable, middle-aged Farmer Boldwood. And while their fates depend upon the choice Bathsheba makes, she discovers the terrible consequences of an inconstant heart. Far from the Madding Crowdwas the first of Hardy's novels to give the name Wessex to the landscape of south-west England, and the first to gain him widespread popularity as a novelist. Set against the backdrop of the unchanging natural cycle of the year, the story both upholds and questions rural values with a startlingly modern sensibility. This new edition retains the critical text that restores previously deleted and revised passages.  Far from the Madding Crowd was the first of Hardy's novels to give the name of Wessex to the landscape of the south-west of England, and the first to gain him widespread popularity. The story of the wooing of Bathsheba Everdene by three suitors is here presented in a critical text with a new introduction, bibliography and chronology.","https://image.aladin.co.kr/product/497/43/coversum/0199537011_1.jpg","9780199537013","","103699","외국도서>소설/시/희곡>소설>고전"
"Wuthering Heights","Emily Bronte","Oxford University","2000","자료실","194230759 ","폭풍의 언덕","에밀리 브론테","김종길","9788937461187.0","민음사","2009-01-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F540884%3Ftimestamp%3D20240619113412","https://search.daum.net/search?w=bookpage&bookId=540884&q=%ED%8F%AD%ED%92%8D%EC%9D%98+%EC%96%B8%EB%8D%95","서른 살의 나이에 요절한 에밀리 브론테가 죽기 일년 전에 발표한 유일한 소설 작품으로, 황량한 들판 위의 외딴 저택 워더링 하이츠를 무대로 벌어지는 캐서린과 히스클리프의 비극적인 사랑, 에드거와 이사벨을 향한 히스클리프의 잔인한 복수를 그리고 있다. 발표 당시 반도덕적이라는 비난을 면치 못했던 이 작품은 백 년이 지난 오늘날 세익스피어의 '리어왕'. 멜빌의 '백경'과 비교되리 만치 그 비극성과 시성(詩性)으로 높이 평가받고 있다. 본능적이며 야만적이기까지 한 히스클리프와 오만하면서도 열정적으로 그에게 끌리는 캐서린이라는 이상화되지 않은 현실적 인간을 통해, 작가는 인간 실존의 세계를 강렬한 필치로 그려내고 있다.  세대마다 역가를 새로 써야 하듯 세대간의 대화의 통로 구실을 하는 문학 역시 새로운 세대의 감수성을 전율시킬 수 있어야 한다는 의미에서 '민음사'에서 새로운 판형과 현대적인 번역으로 선보이고 있는 '세계문학전집'의 일환으로 출간되었다. 번역은 「성탄제」의 시인이며, 고려대학교 명예교수이기도 한 김종길의 손을 거쳤다.","https://image.aladin.co.kr/product/54/93/coversum/8937461188_3.jpg","9788937461187","서른 살의 나이에 요절한 에밀리 브론테가 죽기 1년 전에 발표한 유일한 소설. '워더링 하이츠'를 무대로 펼쳐지는 캐서린과 히스클리프의 비극적인 사랑, 에드거와 이사벨을 향한 히스클리프의 잔인한 복수를 그린 이 작품은, 발표 당시 그 음산함과 등장인물의 야만성으로 인해 반도덕적이라는 비난을 받았다.","50919","국내도서>소설/시/희곡>영미소설"
"Cranford","Elizabeth Gaskell","Oxford University","2000","자료실","194230295 ","Cranford","Elizabeth Cleghorn Gaskell","","9780199558308.0","Oxford University Press","2011-07-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F2526522%3Ftimestamp%3D20230919001649","https://search.daum.net/search?w=bookpage&bookId=2526522&q=Cranford","- A new edition of a much-loved classic, Elizabeth Gaskell's comic portrayal of a Victorian small town dominated by women.  - Dinah Birch's introduction reflects recent revaluations of Gaskell's work, focusing on Gaskell's response to social change as it transformed the lives of provincial women, and the growing recognition that Cranford is much more than the gently charming comedy that is was once taken to be.  - Includes two related short stories, 'The Cage at Cranford' and 'The Last Generation in England'.  - An appendix includes a selection of extracts from Dickens, Dinah Craik, Wilkie Collins, Ruskin and other contemporary novelists and social commentators on the coming of the railway, banking failures, household management, fashion, Oriental entertainers and the novel's first reviewers to ilustrate the diverse contexts in which Cranford took its place.  - Up-to-date bibliography and expanded notes.    * New to this edition  - Introduction by Dinah Birch.  - Up?to-date bibliography.  - Revised chronology.  - Explanatory Notes by Dinah Birch.  - Appendix of contemporary responses to the novel and contemporary comment on household management, costume, financial and commercial controversies relevant to the text.  - Reset Gaskell text.    'A man ... is so in the way in the house!'    A vivid and affectionate portrait of a pr...ovincial town in early Victorian England, Elizabeth Gaskell's Cranford describes a community dominated by its independent and refined women. Undaunted by poverty, but dismayed by changes brought by the railway and by new commercial practices, the ladies of Cranford respond to disruption with both suspicion and courage. Miss Matty and her sister Deborah uphold standards and survive personal tragedy and everyday dramas; innovation may bring loss, but it also brings growth, and welcome freedoms. Cranford suggests that representatives of different and apparently hostile social worlds, their minds opened by sympathy and suffering, can learn from each other. Its social comedy develops into a study of generous reconciliation, of a kind that will value the past as it actively shapes the future.    This edition includes two related short pieces by Gaskell, 'The Last Generation in England' and 'The Cage at Cranford', as well as a selection from the diverse literary and social contexts in which the Cranford tales take their place.  ABOUT THE SERIES: For over 100 years Oxford World's Classics has made available the widest range of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, helpful notes to clarify the text, up-to-date bibliographies for further study, and much more.","https://image.aladin.co.kr/product/1111/31/coversum/0199558302_1.jpg","9780199558308","","103699","외국도서>소설/시/희곡>소설>고전"
"Lord Jim","Joseph Conrad","Oxford University","2000","자료실","194230376 ","Lord Jim","Conrad","","9780199536023.0","Oxford U.K","2008-06-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F2359904%3Ftimestamp%3D20230918160948","https://search.daum.net/search?w=bookpage&bookId=2359904&q=Lord+Jim","'To the white men in the waterside business and to the captain of ships he was just Jim - nothing more. He had, of course, another name, but he was anxious that it should not be pronounced.'Lord Jim tells the story of a young, idealistic Englishman - 'as unflinching as a hero in a book' - who is disgraced by a single act of cowardice while serving as an officer on the Patna, a merchant-ship sailing from an Eastern port. His life is blighted: an isolated scandal assumes horrifyingproportions. An older man, Marlow, befriends Jim, and helps to establish him in Patusan, a remote Malay settlement. There he achieves a kind of peace, but his courage is put to the test once more.Lord Jim is one of the most profound and rewarding psychological novels in English. Set in the context of social change and colonial expansion in late Victorian England, it embodies in Jim the values and the turmoil of a fading empire. In his introduction and notes to this new edition JacquesBerthoud explores the social and cultural dynamics that inform the novel.","https://image.aladin.co.kr/product/497/42/coversum/0199536023_1.jpg","9780199536023","","134148","외국도서>소설/시/희곡>소설>근현대"
"(A) Christmas Carol","Charles Dickens ; Ian Miller [ill.]","Oxford University","2000","자료실","194230007 ","A Christmas Carol","찰스 디킨스","","9780746070307.0","USBORNE","2005-01-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F2725623%3Ftimestamp%3D20240504114103","https://search.daum.net/search?w=bookpage&bookId=2725623&q=A+Christmas+Carol","『A Christmas Carol』은 Usborne Young Reading Books의 Series Two 중의 하나로, 어린이들에게 유익한 이야기를 쉬운 텍스트로 즐길 수 있다. University of Surrey Roehampton의 선임 강사, Alison Kelly와 협의하여 개발된 Series Two는 Series One을 마치고 영어 독해에 자신감을 기르고자 하는 어린이 독자를 위한 것이다.    스쿠루지는 가장 인색한 사람입니다. 차가운 겨울의 날씨 만큼이나 꽁꽁 얼어붙은 그의 마음. 그런 스쿠루지에게 크리스마스 유령이 나타나는데... 구두쇠 스쿠루지 영감 이야기. (Paperback/영어원서/가로 13cm x 세로 19.5cm)","https://image.aladin.co.kr/product/94/83/coversum/0746070306_1.jpg","9780746070307","","103699","외국도서>소설/시/희곡>소설>고전"
