연도,시도,행정구,교육지원청,학교급,고등학교유형,학교세부유형,학교명,본분교,설립,상태,지역규모,학교개교일,우편번호,도로명주소,전화번호,팩스번호,홈페이지,학생수,도서관(실)수,좌석수,장서수,Unnamed: 22,Unnamed: 23,사서,사서교사,직원(사서자격증보유여부),Unnamed: 27,Unnamed: 28,예산액(단위:원),Unnamed: 30,Unnamed: 31,좌석당학생수,1인당장서수
2022,전북,임실군,임실,중학교,,일반중학교,성수중학교,본교,공립,기존(원)교,면지역,19720306,559-18 ,전라북도 임실군 성수면 월삼로 354 . 성수중학교 (성수면. 성수중학교),063-642-9006,063-642-1896,http://sungsu.ms.kr,24,1,12,6780,6780,0,0,0.0,0,0,0,3200000,3000000,200000,2.0,282.5
2022,전북,임실군,임실,중학교,,일반중학교,오수중학교,본교,공립,기존(원)교,면지역,19520401,559-51 ,전라북도 임실군 오수면 충효로 2099-15 (오수면. 오수중학교),063-642-5475,063-642-1897,http://www.osu.ms.kr,50,1,30,11861,11745,116,0,0.0,1,0,1,6000000,5000000,1000000,1.7,237.2
2022,전북,임실군,임실,중학교,,일반중학교,운암중학교,본교,공립,기존(원)교,면지역,19780426,559-04 ,전라북도 임실군 운암면 상운길 12 (운암면. 운암초·중학교),063-643-0150,063-643-6706,http://jb-unam.ms.kr,12,1,16,8546,8245,301,0,0.0,0,0,0,4308000,3708000,600000,0.8,712.2
2022,전북,임실군,임실,중학교,,일반중학교,임실동중학교,본교,공립,기존(원)교,읍지역,19520301,559-26 ,전라북도 임실군 임실읍 봉황로 147 (임실읍. 임실 동중학교),063-642-2536,063-642-6476,http://www.imsildong.ms.kr,234,1,30,12450,12438,12,0,0.0,0,0,0,10700000,6400000,4300000,7.8,53.2
2022,전북,임실군,임실,중학교,,일반중학교,지사중학교,본교,공립,기존(원)교,면지역,19760306,559-22 ,전라북도 임실군 지사면 충효로 2469 (지사면),063-642-4066,063-642-1898,http://www.jisa.ms.kr,4,1,24,6072,5969,103,0,0.0,0,0,0,3700000,2700000,1000000,0.2,1518.0
2022,전북,임실군,임실,중학교,,일반중학교,청웅중학교,본교,공립,기존(원)교,면지역,19540901,559-34 ,전라북도 임실군 청웅면 청웅로 131-7 (청웅면. 청웅중학교),063-643-8020,063-643-6517,http://chwoong.ms.kr,21,1,10,8421,8411,10,0,0.0,0,0,0,2350000,2100000,250000,2.1,401.0
2022,전북,순창군,전북,고등학교,일반고,일반고등학교,동계고등학교,본교,공립,기존(원)교,면지역,19840306,560-29 ,전라북도 순창군 동계면 강동로 74 (동계면. 동계중고교),063-652-4305,063-653-4873,http://www.donkhi.hs.kr,25,1,24,12026,12004,22,0,0.0,0,0,0,3000000,3000000,0,1.0,481.0
2022,전북,순창군,전북,고등학교,일반고,일반고등학교,순창제일고등학교,본교,공립,기존(원)교,읍지역,19420420,560-32 ,전라북도 순창군 순창읍 담순로 1411 (순창읍. 순창제일고교),063-653-1993,063-653-1990,http://www.scje.hs.kr,260,1,60,17510,17097,413,2,1.0,0,0,0,11130000,8600000,2530000,4.3,67.3
2022,전북,순창군,전북,고등학교,일반고,일반고등학교,순창고등학교,본교,사립,기존(원)교,읍지역,19661121,560-36 ,전라북도 순창군 순창읍 옥천로 67-14 (순창읍. 순창고교),063-653-3280,063-653-7238,http://sunchang.hs.kr,319,1,35,11410,11307,103,0,0.0,0,0,0,6000000,5000000,1000000,9.1,35.8
2022,전북,순창군,순창,초등학교,,초등학교,구림초등학교,본교,공립,기존(원)교,면지역,19220510,560-12 ,전라북도 순창군 구림면 방화로 6 (구림면. 구림초·중학교),063-652-8434,063-653-5352,http://kurim.kr,21,1,30,10135,10135,0,0,0.0,0,0,0,5800000,4200000,1600000,0.7,482.6
2022,전북,순창군,순창,초등학교,,초등학교,금과초등학교,본교,공립,기존(원)교,면지역,19240421,560-53 ,전라북도 순창군 금과면 신매우1길 11 . 금과초등학교 (금과면),063-652-6054,063-653-4968,http://kumgwa.es.kr,14,1,28,8007,8007,0,0,0.0,0,0,0,5782000,3762000,2020000,0.5,571.9
2022,전북,순창군,순창,초등학교,,초등학교,동계초등학교,본교,공립,기존(원)교,면지역,19201201,560-29 ,전라북도 순창군 동계면 동계로 35 . 동계초등학교 (동계면. 동계초등학교),063-652-4078,063-653-5370,http://www.dongye.es.kr,32,1,26,10951,10951,0,0,0.0,0,0,0,7200000,6500000,700000,1.2,342.2
2022,전북,순창군,순창,초등학교,,초등학교,동산초등학교,본교,공립,기존(원)교,도서벽지,19630307,560-01 ,전라북도 순창군 복흥면 동산길 17 (복흥면.동산초등학교),063-652-7449,063-652-7550,http://www.sdong.es.kr,35,1,40,12566,12558,8,0,0.0,0,0,0,8550000,5550000,3000000,0.9,359.0
2022,전북,순창군,순창,초등학교,,초등학교,복흥초등학교,본교,공립,기존(원)교,면지역,19250410,560-05 ,전라북도 순창군 복흥면 정산로 12 . 복흥초등학교 (복흥면),063-652-1613,063-652-1614,http://www.bok.es.kr,35,1,20,9348,9302,46,0,0.0,0,0,0,6723000,6471000,252000,1.8,267.1
2022,전북,순창군,순창,초등학교,,초등학교,순창초등학교,본교,공립,기존(원)교,읍지역,19110911,560-39 ,전라북도 순창군 순창읍 순창7길 40 . 순창초등학교 (순창읍. 순창초등학교),063-653-2213,063-652-4138,http://sunchang.es.kr,298,1,42,14184,14184,0,1,1.0,0,0,0,10925000,7360000,3565000,7.1,47.6
2022,전북,순창군,순창,초등학교,,초등학교,시산초등학교,본교,공립,기존(원)교,도서벽지,19290420,560-09 ,전라북도 순창군 쌍치면 시산길 45 (쌍치면. 시산초등학교),063-652-6711,063-652-2463,http://www.sisan.es.kr,31,1,40,9081,8990,91,0,0.0,0,0,0,7800000,6800000,1000000,0.8,292.9
2022,전북,순창군,순창,초등학교,,초등학교,쌍치초등학교,본교,공립,기존(원)교,면지역,19130510,560-08 ,전라북도 순창군 쌍치면 반계길 40 (쌍치면. 쌍치초교),063-652-2508,063-653-7257,http://ssangchi.es.kr,17,1,40,15027,15027,0,0,0.0,0,0,0,6300000,4200000,2100000,0.4,883.9
2022,전북,순창군,순창,초등학교,,초등학교,옥천초등학교,본교,공립,기존(원)교,읍지역,19510615,560-42 ,전라북도 순창군 순창읍 순창6길 33 (순창읍.옥천초등학교),063-653-3595,063-653-4940,http://www.scok.es.kr,50,1,24,11870,11865,5,0,0.0,0,0,0,7700000,5200000,2500000,2.1,237.4
2022,전북,순창군,순창,초등학교,,초등학교,유등초등학교,본교,공립,기존(원)교,면지역,19260429,560-25 ,전라북도 순창군 유등면 유등로 413 (유등면),063-652-1007,063-653-5324,http://www.yudeung.es.kr,24,1,23,5891,5891,0,0,0.0,0,0,0,8500000,6000000,2500000,1.0,245.5
2022,전북,순창군,순창,초등학교,,초등학교,인계초등학교,본교,공립,기존(원)교,면지역,19270601,560-18 ,전라북도 순창군 인계면 인성로 162-7 (인계면. 인계초등학교),063-652-7007,063-653-5213,http://www.ingye.es.kr,19,1,16,8282,8113,169,0,0.0,0,0,0,7500000,6500000,1000000,1.2,435.9
2022,전북,순창군,순창,초등학교,,초등학교,적성초등학교,본교,공립,기존(원)교,면지역,19350523,560-23 ,전라북도 순창군 적성면 적성로 149-7 (적성면. 적성초등학교),063-652-1694,063-652-1696,http://www.jugsung.es.kr,10,1,8,9517,9004,513,0,0.0,0,0,0,6060000,4050000,2010000,1.3,951.7
2022,전북,순창군,순창,초등학교,,초등학교,순창중앙초등학교,본교,공립,기존(원)교,읍지역,19700319,560-34 ,전라북도 순창군 순창읍 장류로 385 (순창읍. 순창중앙초등학교),063-653-2524,063-653-2560,http://www.scenter.es.kr,256,1,100,15529,14911,618,1,1.0,0,0,0,12095000,8600000,3495000,2.6,60.7
2022,전북,순창군,순창,초등학교,,초등학교,팔덕초등학교,본교,공립,기존(원)교,면지역,19300512,560-20 ,전라북도 순창군 팔덕면 강천로 328 (팔덕면. 팔덕초교),063-652-5007,063-652-2964,http://www.paldeok.es.kr,33,1,40,10298,10293,5,0,0.0,0,0,0,5150000,5000000,150000,0.8,312.1
2022,전북,순창군,순창,초등학교,,초등학교,풍산초등학교,본교,공립,기존(원)교,면지역,19320416,560-54 ,전라북도 순창군 풍산면 금풍로 997-10 . 풍산초등학교 (풍산면. 풍산초교),063-652-9509,063-653-5285,http://www.jb-pungsan.es.kr,22,1,22,12667,12667,0,0,0.0,0,0,0,4990000,4690000,300000,1.0,575.8
2022,전북,순창군,순창,중학교,,일반중학교,구림중학교,본교,공립,기존(원)교,면지역,19700318,560-12 ,전라북도 순창군 구림면 방화로 6 (구림면. 구림초·중학교),063-652-8435,063-653-5352,http://kurim.kr,11,1,16,8093,8048,45,0,0.0,0,0,0,3100000,1800000,1300000,0.7,735.7
2022,전북,순창군,순창,중학교,,일반중학교,복흥중학교,본교,공립,기존(원)교,면지역,19690315,560-05 ,전라북도 순창군 복흥면 금월로 33-4 (복흥면. 복흥중학교),063-652-7566,063-653-4914,http://www.bokheung.ms.kr,40,1,24,10423,10343,80,0,0.0,1,0,1,3700000,3000000,700000,1.7,260.6
2022,전북,순창군,순창,중학교,,일반중학교,순창중학교,본교,공립,기존(원)교,읍지역,19510831,560-32 ,전라북도 순창군 순창읍 담순로 1418 (순창읍.순창중교),063-653-2727,063-653-4874,http://www.sunchang.ms.kr,115,1,33,12784,12784,0,0,0.0,1,0,1,5140000,4400000,740000,3.5,111.2
2022,전북,순창군,순창,중학교,,일반중학교,순창여자중학교,본교,공립,기존(원)교,읍지역,19530415,560-37 ,전라북도 순창군 순창읍 장류로 295-11 (순창읍. 순창여자중학교),063-653-2239,063-653-0582,http://www.sg.ms.kr,245,1,36,12913,12777,136,1,1.0,0,0,0,9698000,8250000,1448000,6.8,52.7
2022,전북,순창군,순창,중학교,,일반중학교,쌍치중학교,본교,공립,기존(원)교,면지역,19691014,560-08 ,전라북도 순창군 쌍치면 쌍계로 30-5 (쌍치면. 쌍치중교),063-652-2773,063-653-5266,http://www.ssangchi.ms.kr,29,1,36,9000,8910,90,0,0.0,0,0,0,5500000,5000000,500000,0.8,310.3
2022,전북,순창군,순창,중학교,,일반중학교,동계중학교,본교,공립,기존(원)교,면지역,19680302,560-29 ,전라북도 순창군 동계면 강동로 74 (동계면. 동계중고교),063-652-4305,063-653-4873,http://school.jbedu.kr/donkhi,11,0,0,0,0,0,0,0.0,0,0,0,3100000,2400000,700000,0.0,0.0
2022,전북,순창군,순창,중학교,,일반중학교,순창북중학교,본교,사립,기존(원)교,읍지역,19641020,560-36 ,전라북도 순창군 순창읍 옥천로 67-13 (순창읍. 순창북중교),063-653-2675,063-653-1494,http://www.sucbuk.ms.kr,150,1,36,3632,3632,0,0,0.0,0,0,0,10000000,5000000,5000000,4.2,24.2
2022,전북,고창군,전북,고등학교,일반고,일반고등학교,고창여자고등학교,본교,사립,기존(원)교,읍지역,19451216,564-34 ,전라북도 고창군 고창읍 모양성로 95 (고창읍),063-560-3635,063-560-3640,http://www.gochanggirl.hs.kr,287,1,96,14814,14803,11,0,0.0,0,0,0,5000000,4000000,1000000,3.0,51.6
2022,전북,고창군,전북,고등학교,일반고,일반고등학교,고창고등학교,본교,공립,기존(원)교,읍지역,19190414,564-28 ,전라북도 고창군 고창읍 모양성로 50 . 고창고등학교 (고창읍),063-561-2441,063-561-2444,http://gochang.hs.kr,342,1,0,14676,14654,22,1,1.0,0,0,0,29540000,17500000,12040000,0.0,42.9
2022,전북,고창군,전북,고등학교,일반고,일반고등학교,해리고등학교,본교,공립,기존(원)교,면지역,19720308,564-02 ,전라북도 고창군 해리면 해리중앙로 146 (해리면. 해리고등학교),063-563-6044,063-564-7044,http://www.haeri.hs.kr/,16,1,20,10898,10898,0,0,0.0,0,0,0,9300000,7000000,2300000,0.8,681.1
2022,전북,고창군,전북,고등학교,일반고,일반고등학교,고창북고등학교,본교,사립,기존(원)교,면지역,19720302,564-15 ,전라북도 고창군 흥덕면 선운대로 3714-32 (흥덕면. 고창북고등학교),063-562-6978,063-563-1754,http://gochangbuk.hs.kr,275,1,32,5385,5385,0,0,0.0,0,0,0,3000000,3000000,0,8.6,19.6
2022,전북,고창군,전북,고등학교,일반고,농림업고등학교,영선고등학교,본교,사립,기존(원)교,면지역,19680301,564-55 ,전라북도 고창군 무장면 왕제산로 713 (무장면. 영선중고등학교),063-562-9703,063-563-0910,http://yongsun.hs.kr,110,1,15,10200,10100,100,0,0.0,0,0,0,5300000,5000000,300000,7.3,92.7
2022,전북,고창군,전북,고등학교,특성화고(직업),공업고등학교,강호항공고등학교,본교,사립,기존(원)교,읍지역,19810423,564-48 ,전라북도 고창군 고창읍 중거리당산로 78-22 (고창읍),063-560-5006,063-560-5060,http://kangho.hs.kr,476,1,60,14222,14219,3,0,0.0,0,0,0,3680000,2880000,800000,7.9,29.9
2022,전북,고창군,고창,초등학교,,초등학교,가평초등학교,본교,공립,기존(원)교,도서벽지,19550401,564-23 ,전라북도 고창군 신림면 가평로 472 (신림면. 가평초등학교),063-562-4167,063-561-1679,http://jb-gapyeong.es.kr,46,1,20,11815,10371,1444,0,0.0,0,0,0,6760000,4560000,2200000,2.3,256.8
2022,전북,고창군,고창,초등학교,,초등학교,고수초등학교,본교,공립,기존(원)교,면지역,19340409,564-47 ,전라북도 고창군 고수면 고수로 93 (고수면. 고수초등학교),063-562-0005,063-561-1642,http://www.gosu.es.kr,45,1,32,16701,16594,107,0,0.0,0,0,0,9631000,7027000,2604000,1.4,371.1
2022,전북,고창군,고창,초등학교,,초등학교,고창초등학교,본교,공립,기존(원)교,읍지역,19090927,564-28 ,전라북도 고창군 고창읍 중앙로 259 (고창읍. 고창초등학교),063-560-1703,063-563-2781,http://www.jb-gochang.es.kr,926,1,60,31655,31655,0,1,1.0,0,0,0,16000000,13000000,3000000,15.4,34.2
2022,전북,고창군,고창,초등학교,,초등학교,고창남초등학교,본교,공립,기존(원)교,읍지역,19610901,564-39 ,전라북도 고창군 고창읍 중거리당산로 111 (고창읍. 고창남초등학교),063-564-2078,063-563-4426,http://gochangnam.es.kr,277,1,20,12455,12455,0,1,1.0,0,0,0,7080000,6000000,1080000,13.9,45.0
2022,전북,고창군,고창,초등학교,,초등학교,공음초등학교,본교,공립,기존(원)교,면지역,19290708,564-60 ,전라북도 고창군 공음면 공음길 20 (공음면.공음초등학교),063-562-7006,063-562-2790,http://www.gongum.es.kr,33,1,15,15836,15836,0,0,0.0,0,0,0,5100000,5000000,100000,2.2,479.9
2022,전북,고창군,고창,초등학교,,초등학교,대산초등학교,본교,공립,기존(원)교,면지역,19230610,564-69 ,전라북도 고창군 대산면 장자산로 669 . 대산초등학교 (대산면. 대산초등학교),063-562-8072,063-563-4943,http://www.jb-daesan.es.kr,20,1,30,8867,8867,0,0,0.0,0,0,0,4800000,4000000,800000,0.7,443.4
2022,전북,고창군,고창,초등학교,,초등학교,대아초등학교,본교,공립,기존(원)교,면지역,19570905,564-53 ,전라북도 고창군 아산면 녹두로 776 (아산면. 대아초등학교),063-562-5006,063-561-1471,http://www.daea.es.kr,39,1,24,11672,11672,0,0,0.0,0,0,0,4255000,2000000,2255000,1.6,299.3
2022,전북,고창군,고창,초등학교,,초등학교,동호초등학교,본교,공립,기존(원)교,면지역,19400529,564-06 ,전라북도 고창군 해리면 신동호길 18 (해리면),063-563-6298,063-561-0709,http://www.tongho.es.kr,16,1,14,7878,7781,97,0,0.0,0,0,0,2200000,2000000,200000,1.1,492.4
2022,전북,고창군,고창,초등학교,,초등학교,매산초등학교,본교,공립,기존(원)교,면지역,19451005,564-68 ,전라북도 고창군 대산면 매산초등길 22 (대산면. 매산초등학교),063-562-2959,063-564-6656,http://www.jb-maesan.es.kr,49,1,48,12065,12039,26,0,0.0,0,0,0,4500000,4400000,100000,1.0,246.2
2022,전북,고창군,고창,초등학교,,초등학교,무장초등학교,본교,공립,기존(원)교,면지역,19100301,564-55 ,전라북도 고창군 무장면 무장초등길 24 (무장면.무장초등학교),063-562-9011,063-563-5674,http://www.mujang.es.kr,64,1,20,14554,14483,71,0,0.0,1,0,1,7000000,5000000,2000000,3.2,227.4
2022,전북,고창군,고창,초등학교,,초등학교,봉암초등학교,본교,공립,기존(원)교,면지역,19400529,564-18 ,전라북도 고창군 부안면 인촌로 505 . 봉암초등학교 (부안면),063-561-5652,063-561-0723,http://bong-am.es.kr/,24,1,18,11552,11446,106,0,0.0,1,0,1,3200000,2000000,1200000,1.3,481.3
2022,전북,고창군,고창,초등학교,,초등학교,부안초등학교,본교,공립,기존(원)교,면지역,19190401,564-16 ,전라북도 고창군 부안면 복분자로 806 . 부안초등학교 (부안면),063-562-2020,063-564-1076,http://www.g-buan.es.kr,25,1,40,9891,9656,235,0,0.0,0,0,0,6000000,5200000,800000,0.6,395.6
2022,전북,고창군,고창,초등학교,,초등학교,상하초등학교,본교,공립,기존(원)교,면지역,19310519,564-08 ,전라북도 고창군 상하면 상하1길 36 (상하면. 상하초등학교),063-563-0016,063-562-2399,http://www.sangha.es.kr,45,1,36,9011,9011,0,0,0.0,0,0,0,5120000,4620000,500000,1.3,200.2
2022,전북,고창군,고창,초등학교,,초등학교,선동초등학교,본교,공립,기존(원)교,면지역,19350501,564-62 ,전라북도 고창군 공음면 청보리로 1010 (공음면. 선동초등학교),063-562-7169,063-561-1708,https://school.jbedu.kr/seondong,14,1,21,7518,7518,0,0,0.0,0,0,0,5140000,4840000,300000,0.7,537.0
2022,전북,고창군,고창,초등학교,,초등학교,성내초등학교,본교,공립,기존(원)교,면지역,19240421,564-20 ,전라북도 고창군 성내면 시기2길 2 (성내면. 성내초등학교),063-562-3104,063-564-2308,http://www.seong-nae.es.kr/,22,1,50,9531,9531,0,0,0.0,0,0,0,6902000,4602000,2300000,0.4,433.2
2022,전북,고창군,고창,초등학교,,초등학교,성송초등학교,본교,공립,기존(원)교,면지역,19230510,564-65 ,전라북도 고창군 성송면 백토1길 10 (성송면. 성송초등학교),063-563-1006,063-562-4347,https://school.jbedu.kr/sungsong,23,1,24,7874,7868,6,0,0.0,0,0,0,5200000,5000000,200000,1.0,342.3
2022,전북,고창군,고창,초등학교,,초등학교,신림초등학교,본교,공립,기존(원)교,면지역,19280510,564-24 ,전라북도 고창군 신림면 동법지길 61 (신림면. 신림초등학교),063-561-3156,063-562-2838,http://sinrim.es.kr,41,1,36,10001,9979,22,0,0.0,0,0,0,4590000,3000000,1590000,1.1,243.9
2022,전북,고창군,고창,초등학교,,초등학교,심원초등학교,본교,공립,기존(원)교,면지역,19350501,564-00 ,전라북도 고창군 심원면 심원로 229 (심원면.심원초등학교),063-562-7264,063-564-6544,http://www.jb-shimwon.es.kr,51,1,50,12425,12425,0,0,0.0,1,0,1,6428000,5158000,1270000,1.0,243.6
2022,전북,고창군,고창,초등학교,,초등학교,아산초등학교,본교,공립,기존(원)교,면지역,19330426,564-52 ,전라북도 고창군 아산면 영모정길 45 (아산면. 아산초등학교),063-561-5644,063-561-0531,http://www.g-asan.es.kr,29,1,18,7930,7799,131,0,0.0,0,0,0,5400000,5000000,400000,1.6,273.4
2022,전북,고창군,고창,초등학교,,초등학교,해리초등학교,본교,공립,기존(원)교,면지역,19220501,564-02 ,전라북도 고창군 해리면 해리중앙로 152 (해리면),063-563-5319,063-562-0501,http://www.haerii.es.kr,32,1,36,10305,9887,418,0,0.0,1,0,1,5700000,4000000,1700000,0.9,322.0
2022,전북,고창군,고창,초등학교,,초등학교,흥덕초등학교,본교,공립,기존(원)교,면지역,19090501,564-15 ,전라북도 고창군 흥덕면 흥덕초등길 13 (흥덕면. 흥덕초등학교),063-562-6021,063-561-0710,http://www.heungdeok.es.kr,79,1,26,11435,11435,0,0,0.0,0,0,0,5036000,4380000,656000,3.0,144.7
2022,전북,고창군,고창,중학교,,일반중학교,고창중학교,본교,공립,기존(원)교,읍지역,19190414,564-39 ,전라북도 고창군 고창읍 보릿골로 35 고창중학교(고창읍. 고창중학교),063-564-2902,063-561-0870,https://school.jbedu.kr/gcm,388,1,50,15709,15505,204,0,0.0,1,1,0,15120000,13020000,2100000,7.8,40.5
2022,전북,고창군,고창,중학교,,일반중학교,공음중학교,본교,공립,기존(원)교,면지역,19710301,564-60 ,전라북도 고창군 공음면 공음길 74-6 (공음면. 공음중학교),063-562-7007,063-564-7994,http://www.gongum.ms.kr,26,2,57,8625,8595,30,0,0.0,0,0,0,4340000,3840000,500000,0.5,331.7
2022,전북,고창군,고창,중학교,,일반중학교,대성중학교,본교,공립,기존(원)교,면지역,19540501,564-68 ,전라북도 고창군 대산면 고산성로 29-11 (대산면. 대성중학교),063-562-8050,063-564-6211,http://www.daeseong.ms.kr,33,1,16,10143,10093,50,0,0.0,0,0,0,6500000,4500000,2000000,2.1,307.4
2022,전북,고창군,고창,중학교,,일반중학교,상하중학교,본교,공립,기존(원)교,면지역,19710305,564-08 ,전라북도 고창군 상하면 상하1길 34 (상하면),063-563-0005,063-562-4399,http://www.sangha.ms.kr,28,1,22,12726,12595,131,0,0.0,0,0,0,3300000,2500000,800000,1.3,454.5
2022,전북,고창군,고창,중학교,,일반중학교,성내중학교,본교,공립,기존(원)교,면지역,19710305,564-19 ,전라북도 고창군 성내면 선운대로 4223-11 . 성내중학교 (성내면. 성내중학교),063-562-3157,063-562-5199,http://songne.ms.kr,14,1,20,5788,5788,0,0,0.0,0,0,0,2500000,1500000,1000000,0.7,413.4
2022,전북,고창군,고창,중학교,,일반중학교,신림중학교,본교,공립,기존(원)교,면지역,19710305,564-22 ,전라북도 고창군 신림면 대강길 19-2 (신림면.신림중학교),063-562-4006,063-562-3199,https://school.jbedu.kr/gsr,17,1,20,9343,9343,0,0,0.0,1,0,1,4480000,4280000,200000,0.9,549.6
2022,전북,고창군,고창,중학교,,일반중학교,심원중학교,본교,공립,기존(원)교,면지역,19720301,564-00 ,전라북도 고창군 심원면 심원로 158-11 (심원중학교),063-563-5067,063-562-7599,http://www.gsw.ms.kr/,33,1,40,10326,10296,30,0,0.0,0,0,0,5100000,4000000,1100000,0.8,312.9
2022,전북,고창군,고창,중학교,,일반중학교,아산중학교,본교,공립,기존(원)교,면지역,19710306,564-53 ,전라북도 고창군 아산면 목동로 336 . 아산중학교 (아산면. 아산중학교),063-562-5622,063-564-0221,http://www.jb-asan.ms.kr,18,1,24,10913,10907,6,0,0.0,0,0,0,4850000,4000000,850000,0.8,606.3
2022,전북,고창군,고창,중학교,,일반중학교,해리중학교,본교,공립,기존(원)교,면지역,19520905,564-02 ,전라북도 고창군 해리면 해리중앙로 120 (해리면.해리중학교),063-563-6027,063-562-4199,http://haeri.ms.kr,26,1,45,8634,8382,252,0,0.0,0,0,0,5400000,5000000,400000,0.6,332.1
2022,전북,고창군,고창,중학교,,일반중학교,흥덕중학교,본교,공립,기존(원)교,면지역,19480510,564-13 ,전라북도 고창군 흥덕면 잿말길 21 (흥덕면. 흥덕중학교),063-562-6011,063-562-5599,http://www.hungdk.ms.kr,33,1,30,14550,14377,173,0,0.0,1,0,1,6000000,4500000,1500000,1.1,440.9
2022,전북,고창군,고창,중학교,,일반중학교,고창남중학교,본교,사립,기존(원)교,면지역,19730306,564-64 ,전라북도 고창군 성송면 대성로 877 (성송면),063-563-1040,063-563-2796,http://www.gochangnam.ms.kr,19,1,16,4341,4341,0,0,0.0,0,0,0,3880000,3000000,880000,1.2,228.5
2022,전북,고창군,고창,중학교,,일반중학교,고창북중학교,본교,사립,기존(원)교,면지역,19471215,564-16 ,전라북도 고창군 부안면 복분자로 788-141 . 고창북중학교 (부안면),063-562-2571,063-563-3176,http://gochangbuk.ms.kr,172,1,25,4564,4564,0,0,0.0,1,0,1,700000,500000,200000,6.9,26.5
2022,전북,고창군,고창,중학교,,일반중학교,자유중학교,본교,사립,기존(원)교,읍지역,19451216,564-34 ,전라북도 고창군 고창읍 보릿골로 176 (고창읍),063-560-3537,063-560-3540,https://school.jbedu.kr/jayu,365,1,20,12003,11963,40,0,0.0,0,0,0,13460000,8960000,4500000,18.3,32.9
2022,전북,고창군,고창,중학교,,일반중학교,영선중학교,본교,사립,기존(원)교,면지역,19451111,564-55 ,전라북도 고창군 무장면 왕제산로 713 (무장면. 영선중고등학교),063-562-9704,063-563-0910,http://www.ysite.ms.kr/,209,1,70,15795,15756,39,0,0.0,0,0,0,7700000,7200000,500000,3.0,75.6
2022,전북,부안군,전북,고등학교,일반고,일반고등학교,부안여자고등학교,본교,사립,기존(원)교,읍지역,19610404,563-18 ,전라북도 부안군 부안읍 교동1길 54 (부안읍.부안여자고등학교),063-584-6081,063-584-2968,http://www.nangju.hs.kr,227,1,32,29317,29317,0,0,0.0,0,0,0,17200000,11200000,6000000,7.1,129.1
2022,전북,부안군,전북,고등학교,일반고,일반고등학교,부안고등학교,본교,공립,기존(원)교,읍지역,19670317,563-18 ,전라북도 부안군 부안읍 문정로 32 (부안읍. 부안고등학교),063-584-2951,063-583-0180,http://buan.hs.kr,311,1,55,18595,18408,187,1,1.0,0,0,0,18200000,11700000,6500000,5.7,59.8
2022,전북,부안군,전북,고등학교,일반고,일반고등학교,위도고등학교,본교,공립,기존(원)교,도서벽지,19850328,563-48 ,전라북도 부안군 위도면 위도로 245 . 위도중고등학교 (위도면. 위도중고등학교),063-582-9822,063-583-5913,http://www.wido.ms.kr,4,0,0,0,0,0,0,0.0,0,0,0,6636000,5300000,1336000,0.0,0.0
2022,전북,부안군,전북,고등학교,일반고,일반고등학교,백산고등학교,본교,사립,기존(원)교,면지역,19660304,563-23 ,전라북도 부안군 백산면 백산로 379 (백산면),063-582-2053,063-583-1745,http://wwww.backsan.hs.kr,192,1,60,13809,13772,37,0,0.0,0,0,0,22100000,13400000,8700000,3.2,71.9
2022,전북,부안군,전북,고등학교,특성화고(직업),농림업고등학교,부안제일고등학교,본교,공립,기존(원)교,면지역,19511005,563-10 ,전라북도 부안군 행안면 춘헌길 1 . 부안제일고등학교 (행안면),063-583-7337,063-583-3482,http://www.buanat.hs.kr,61,1,20,9606,9503,103,0,0.0,0,0,0,3400000,3000000,400000,3.1,157.5
2022,전북,부안군,전북,고등학교,특성화고(직업),공업고등학교,줄포자동차공업고등학교,본교,공립,기존(원)교,면지역,19510923,563-25 ,전라북도 부안군 줄포면 우포로 10 . 줄포자동차공업고등학교 (줄포면),063-584-9406,063-584-9409,http://www.jpm.hs.kr,96,1,30,7664,7606,58,0,0.0,0,0,0,3800000,3200000,600000,3.2,79.8
2022,전북,부안군,전북,고등학교,일반고,상업고등학교,서림고등학교,본교,공립,기존(원)교,읍지역,19830301,563-16 ,전라북도 부안군 부안읍 용암로 70-5 (부안읍),063-902-7754,063-584-9122,http://seorim.hs.kr,144,1,24,8049,8049,0,0,0.0,0,0,0,15040000,10300000,4740000,6.0,55.9
2022,전북,부안군,부안,초등학교,,초등학교,격포초등학교,본교,공립,기존(원)교,면지역,19460401,563-37 ,전라북도 부안군 변산면 격포윗길 11 (변산면. 격포초등학교),063-581-0768,063-584-6781,https://school.jbedu.kr/kyokpo,87,1,45,17332,17324,8,0,0.0,0,0,0,2210000,2000000,210000,1.9,199.2
2022,전북,부안군,부안,초등학교,,초등학교,계화초등학교,본교,공립,기존(원)교,면지역,19420601,563-00 ,전라북도 부안군 계화면 계화로 475 (계화면. 계화초등학교),063-582-1350,063-582-9855,http://kyehwacho.es.kr/,6,1,10,6476,6476,0,0,0.0,0,0,0,3800000,3600000,200000,0.6,1079.3
2022,전북,부안군,부안,초등학교,,초등학교,곰소초등학교,본교,공립,기존(원)교,면지역,19640515,563-45 ,전라북도 부안군 진서면 작도길 7 (진서면. 곰소초등학교),063-582-7029,063-584-9891,http://gomso.es.kr/,44,1,50,12352,12352,0,0,0.0,0,0,0,5660000,4800000,860000,0.9,280.7
